id,ime,ocena,vstopnina,za_otroke,mesto_id
449,Sprehod po mestnem središču – Cibeureum,3,NE,DA,449
450,Kolesarski ogled mesta – Bambuí,2,DA,NE,450
451,Ogled lokalne arhitekture – Maguilling,3,NE,DA,451
452,Obisk lokalne tržnice – Youfang,4,NE,DA,452
453,Fotografski sprehod – Loudun,3,DA,DA,453
454,Okušanje lokalne kulinarike – Sukorejo,1,NE,DA,454
455,Družinski ogled mesta – Hongshan,4,NE,NE,455
456,Kulturni sprehod – Tempe,2,DA,DA,456
457,Sprehod po mestnem središču – Göteborg,5,NE,DA,457
458,Kolesarski ogled mesta – Dayeuhluhur,4,NE,DA,458
459,Ogled lokalne arhitekture – Jiangkouxu,4,DA,DA,459
460,Obisk lokalne tržnice – Binangun,4,NE,NE,460
461,Fotografski sprehod – Cantao-an,3,NE,DA,461
462,Okušanje lokalne kulinarike – Chicheng,2,DA,DA,462
463,Družinski ogled mesta – Ajaccio,2,NE,DA,463
464,Kulturni sprehod – Taremskoye,2,NE,DA,464
465,Sprehod po mestnem središču – Aguiar da Beira,1,DA,NE,465
466,Kolesarski ogled mesta – Pordapor Barat,2,NE,DA,466
467,Ogled lokalne arhitekture – Tucheng,3,NE,DA,467
468,Obisk lokalne tržnice – Khon Kaen,3,DA,DA,468
469,Fotografski sprehod – Kericho,4,NE,DA,469
470,Okušanje lokalne kulinarike – Kurów,3,NE,NE,470
471,Družinski ogled mesta – Nganane,4,DA,DA,471
472,Kulturni sprehod – Nieuw Nickerie,5,NE,DA,472
473,Sprehod po mestnem središču – Gaoshibei,2,NE,DA,473
474,Kolesarski ogled mesta – Buôn Ma Thuột,3,DA,DA,474
475,Ogled lokalne arhitekture – Tanbu,4,NE,NE,475
476,Obisk lokalne tržnice – Nova Era,2,NE,DA,476
477,Fotografski sprehod – Huibu,3,DA,DA,477
478,Okušanje lokalne kulinarike – Burla,5,NE,DA,478
479,Družinski ogled mesta – Qaşr Hallāl,2,NE,DA,479
480,Kulturni sprehod – Linköping,2,DA,NE,480
481,Sprehod po mestnem središču – Heishui,1,NE,DA,481
482,Kolesarski ogled mesta – Magaria,2,NE,DA,482
483,Ogled lokalne arhitekture – Unity,5,DA,DA,483
484,Obisk lokalne tržnice – Sobo,5,NE,DA,484
485,Fotografski sprehod – Huicungo,2,NE,NE,485
486,Okušanje lokalne kulinarike – Qilin,5,DA,DA,486
487,Družinski ogled mesta – Lianyun,3,NE,DA,487
488,Kulturni sprehod – Moate,3,NE,DA,488
489,Sprehod po mestnem središču – Concepción,4,DA,DA,489
490,Kolesarski ogled mesta – Moneague,5,NE,NE,490
491,Ogled lokalne arhitekture – Gaotai,3,NE,DA,491
492,Obisk lokalne tržnice – Rostov-na-Donu,2,DA,DA,492
493,Fotografski sprehod – Valongo,1,NE,DA,493
494,Okušanje lokalne kulinarike – Kotes,3,NE,DA,494
495,Družinski ogled mesta – Horka nad Moravou,4,DA,NE,495
496,Kulturni sprehod – Donggaocun,1,NE,DA,496
497,Sprehod po mestnem središču – Žabljak,3,NE,DA,497
498,Kolesarski ogled mesta – Međa,2,DA,DA,498
499,Ogled lokalne arhitekture – Pictou,4,NE,DA,499
500,Obisk lokalne tržnice – Sundsvall,4,NE,NE,500
501,Fotografski sprehod – Kawaguchi,4,DA,DA,501
502,Okušanje lokalne kulinarike – Nanyuan,2,NE,DA,502
503,Družinski ogled mesta – Az Zāhir,5,NE,DA,503
504,Kulturni sprehod – Sharga,4,DA,DA,504
505,Sprehod po mestnem središču – Huoli,5,NE,NE,505
506,Kolesarski ogled mesta – Bouna,2,NE,DA,506
507,Ogled lokalne arhitekture – Seririt,4,DA,DA,507
508,Obisk lokalne tržnice – Buenavista,3,NE,DA,508
509,Fotografski sprehod – Benisheikh,4,NE,DA,509
510,Okušanje lokalne kulinarike – Kutapanjang,3,DA,NE,510
511,Družinski ogled mesta – Lấp Vò,5,NE,DA,511
512,Kulturni sprehod – Guinobatan,5,NE,DA,512
513,Sprehod po mestnem središču – Tilburg,4,DA,DA,513
514,Kolesarski ogled mesta – Florida,3,NE,DA,514
515,Ogled lokalne arhitekture – Valjevo,5,NE,NE,515
516,Obisk lokalne tržnice – Balazar,2,DA,DA,516
517,Fotografski sprehod – Campo Largo,4,NE,DA,517
518,Okušanje lokalne kulinarike – Xiyang,5,NE,DA,518
519,Družinski ogled mesta – Batanamang,1,DA,DA,519
520,Kulturni sprehod – Mulyosari,1,NE,NE,520
521,Sprehod po mestnem središču – Mertert,4,NE,DA,521
522,Kolesarski ogled mesta – Contagem,4,DA,DA,522
523,Ogled lokalne arhitekture – Hutang,2,NE,DA,523
524,Obisk lokalne tržnice – Bandung,5,NE,DA,524
525,Fotografski sprehod – Zhendong,3,DA,NE,525
526,Okušanje lokalne kulinarike – Kristinestad,4,NE,DA,526
527,Družinski ogled mesta – Sabaneta,2,NE,DA,527
528,Kulturni sprehod – Admiralteisky,4,DA,DA,528
529,Sprehod po mestnem središču – Shar’ya,2,NE,DA,529
530,Kolesarski ogled mesta – As Salţ,4,NE,NE,530
531,Ogled lokalne arhitekture – Long Hồ,2,DA,DA,531
532,Obisk lokalne tržnice – Tukuyu,3,NE,DA,532
533,Fotografski sprehod – Rincón,4,NE,DA,533
534,Okušanje lokalne kulinarike – Seydi,4,DA,DA,534
535,Družinski ogled mesta – Kalmar,5,NE,NE,535
536,Kulturni sprehod – Nanortalik,1,NE,DA,536
537,Sprehod po mestnem središču – Yezhi,1,DA,DA,537
538,Kolesarski ogled mesta – Kiruru,2,NE,DA,538
539,Ogled lokalne arhitekture – Banjar Buahan,2,NE,DA,539
540,Obisk lokalne tržnice – Maca,4,DA,NE,540
541,Fotografski sprehod – Versailles,2,NE,DA,541
542,Okušanje lokalne kulinarike – Lyubeshiv,3,NE,DA,542
543,Družinski ogled mesta – Orda,2,DA,DA,543
544,Kulturni sprehod – Buchanan,3,NE,DA,544
545,Sprehod po mestnem središču – São Luís de Montes Belos,2,NE,NE,545
546,Kolesarski ogled mesta – Punta de Piedra,2,DA,DA,546
547,Ogled lokalne arhitekture – Qianjia,5,NE,DA,547
548,Obisk lokalne tržnice – Chapecó,2,NE,DA,548
549,Fotografski sprehod – Xiaojian,3,DA,DA,549
550,Okušanje lokalne kulinarike – Tolotangga,4,NE,NE,550
551,Družinski ogled mesta – Rudziczka,2,NE,DA,551
552,Kulturni sprehod – Guizi,3,DA,DA,552
553,Sprehod po mestnem središču – Kembangkerang Satu,3,NE,DA,553
554,Kolesarski ogled mesta – Bordeaux,5,NE,DA,554
555,Ogled lokalne arhitekture – Nyandoma,5,DA,NE,555
556,Obisk lokalne tržnice – Nova Odessa,5,NE,DA,556
557,Fotografski sprehod – Xinghua,4,NE,DA,557
558,Okušanje lokalne kulinarike – Liucheng,5,DA,DA,558
559,Družinski ogled mesta – Limmared,5,NE,DA,559
560,Kulturni sprehod – Atsipópoulon,5,NE,NE,560
561,Sprehod po mestnem središču – A-da-Gorda,5,DA,DA,561
562,Kolesarski ogled mesta – Pineleng,2,NE,DA,562
563,Ogled lokalne arhitekture – Wenfang,2,NE,DA,563
564,Obisk lokalne tržnice – Richmond,3,DA,DA,564
565,Fotografski sprehod – Jincheng,5,NE,NE,565
566,Okušanje lokalne kulinarike – Cilampuyang,4,NE,DA,566
567,Družinski ogled mesta – Manzanares,4,DA,DA,567
568,Kulturni sprehod – Ikoma,1,NE,DA,568
569,Sprehod po mestnem središču – Tongyang,1,NE,DA,569
570,Kolesarski ogled mesta – Saihan Tal,5,DA,NE,570
571,Ogled lokalne arhitekture – Gweedore,4,NE,DA,571
572,Obisk lokalne tržnice – Sanqiao,4,NE,DA,572
573,Fotografski sprehod – Puńsk,2,DA,DA,573
574,Okušanje lokalne kulinarike – Xiangcunxiang,4,NE,DA,574
575,Družinski ogled mesta – Changzhou,4,NE,NE,575
576,Kulturni sprehod – Huangling,3,DA,DA,576
577,Sprehod po mestnem središču – Otaniemi,4,NE,DA,577
578,Kolesarski ogled mesta – Łubnice,2,NE,DA,578
579,Ogled lokalne arhitekture – Kungälv,2,DA,DA,579
580,Obisk lokalne tržnice – Eisen,3,NE,NE,580
581,Fotografski sprehod – Kanie,5,NE,DA,581
582,Okušanje lokalne kulinarike – Mineralnye Vody,4,DA,DA,582
583,Družinski ogled mesta – Independencia,5,NE,DA,583
584,Kulturni sprehod – Lesnoye,3,NE,DA,584
585,Sprehod po mestnem središču – Fahraj,5,DA,NE,585
586,Kolesarski ogled mesta – Tallahassee,4,NE,DA,586
587,Ogled lokalne arhitekture – Saint-Félicien,5,NE,DA,587
588,Obisk lokalne tržnice – Gwangtan,4,DA,DA,588
589,Fotografski sprehod – Fontainhas,1,NE,DA,589
590,Okušanje lokalne kulinarike – Nyagan,2,NE,NE,590
591,Družinski ogled mesta – San Vicente,1,DA,DA,591
592,Kulturni sprehod – Dabao’anzhen,5,NE,DA,592
593,Sprehod po mestnem središču – Schengen,4,NE,DA,593
594,Kolesarski ogled mesta – Pankrushikha,4,DA,DA,594
595,Ogled lokalne arhitekture – Kadukandel,4,NE,NE,595
596,Obisk lokalne tržnice – Tempursari Wetan,2,NE,DA,596
597,Fotografski sprehod – Futang,2,DA,DA,597
598,Okušanje lokalne kulinarike – Florida,3,NE,DA,598
599,Družinski ogled mesta – Kangping,3,NE,DA,599
600,Kulturni sprehod – Vale de Açores,3,DA,NE,600
601,Sprehod po mestnem središču – Shangdongjie,4,NE,DA,601
602,Kolesarski ogled mesta – Bayuwan,2,NE,DA,602
603,Ogled lokalne arhitekture – Walagar,2,DA,DA,603
604,Obisk lokalne tržnice – Vinkkilä,4,NE,DA,604
605,Fotografski sprehod – Barra de Carrasco,3,NE,NE,605
606,Okušanje lokalne kulinarike – Chugur,3,DA,DA,606
607,Družinski ogled mesta – Francisco Beltrão,4,NE,DA,607
608,Kulturni sprehod – Xinbao,2,NE,DA,608
609,Sprehod po mestnem središču – Beoga,3,DA,DA,609
610,Kolesarski ogled mesta – Volzhskiy,3,NE,NE,610
611,Ogled lokalne arhitekture – Beicang,4,NE,DA,611
612,Obisk lokalne tržnice – Vicente Guerrero,1,DA,DA,612
613,Fotografski sprehod – Al Fayyūm,5,NE,DA,613
614,Okušanje lokalne kulinarike – Zapatero,5,NE,DA,614
615,Družinski ogled mesta – Raşad,1,DA,NE,615
616,Kulturni sprehod – Koysinceq,5,NE,DA,616
617,Sprehod po mestnem središču – Bangonay,4,NE,DA,617
618,Kolesarski ogled mesta – Thatèng,1,DA,DA,618
619,Ogled lokalne arhitekture – Yokohama,2,NE,DA,619
620,Obisk lokalne tržnice – Gelang,4,NE,NE,620
621,Fotografski sprehod – Cochrane,2,DA,DA,621
622,Okušanje lokalne kulinarike – Bajia,3,NE,DA,622
623,Družinski ogled mesta – Ambon,2,NE,DA,623
624,Kulturni sprehod – Villa del Rosario,5,DA,DA,624
625,Sprehod po mestnem središču – Kon Tum,2,NE,NE,625
626,Kolesarski ogled mesta – Timiryazevskoye,4,NE,DA,626
627,Ogled lokalne arhitekture – Andkhōy,4,DA,DA,627
628,Obisk lokalne tržnice – Sampungu,3,NE,DA,628
629,Fotografski sprehod – Calumpang,4,NE,DA,629
630,Okušanje lokalne kulinarike – Mayingzhuang,2,DA,NE,630
631,Družinski ogled mesta – Gonghe,2,NE,DA,631
632,Kulturni sprehod – Dongqiao,3,NE,DA,632
633,Sprehod po mestnem središču – Richmond,3,DA,DA,633
634,Kolesarski ogled mesta – Bzou,5,NE,DA,634
635,Ogled lokalne arhitekture – Thessaloníki,3,NE,NE,635
636,Obisk lokalne tržnice – Al Ghāriyah,3,DA,DA,636
637,Fotografski sprehod – Taiping,5,NE,DA,637
638,Okušanje lokalne kulinarike – Chitagá,4,NE,DA,638
639,Družinski ogled mesta – Damiao,2,DA,DA,639
640,Kulturni sprehod – Kampungladang,1,NE,NE,640
641,Sprehod po mestnem središču – Barisan,5,NE,DA,641
642,Kolesarski ogled mesta – Czerwieńsk,3,DA,DA,642
643,Ogled lokalne arhitekture – Elbasan,3,NE,DA,643
644,Obisk lokalne tržnice – Slovenj Gradec,4,NE,DA,644
645,Fotografski sprehod – Alubijid,1,DA,NE,645
646,Okušanje lokalne kulinarike – San Francisco,3,NE,DA,646
647,Družinski ogled mesta – Embarcación,3,NE,DA,647
648,Kulturni sprehod – Polkowice,3,DA,DA,648
649,Sprehod po mestnem središču – Aného,2,NE,DA,649
650,Kolesarski ogled mesta – Qifang,5,NE,NE,650
651,Ogled lokalne arhitekture – Tripoli,4,DA,DA,651
652,Obisk lokalne tržnice – Dalai,2,NE,DA,652
653,Fotografski sprehod – Brodarica,3,NE,DA,653
654,Okušanje lokalne kulinarike – Sorang,4,DA,DA,654
655,Družinski ogled mesta – Batán,4,NE,NE,655
656,Kulturni sprehod – Töysä,2,NE,DA,656
657,Sprehod po mestnem središču – Dedenëvo,3,DA,DA,657
658,Kolesarski ogled mesta – Ruen,3,NE,DA,658
659,Ogled lokalne arhitekture – Segodim,2,NE,DA,659
660,Obisk lokalne tržnice – Iquipi,2,DA,NE,660
661,Fotografski sprehod – Buenavista,2,NE,DA,661
662,Okušanje lokalne kulinarike – Mahaplag,3,NE,DA,662
663,Družinski ogled mesta – Banjar Triwangsakeliki,4,DA,DA,663
664,Kulturni sprehod – Thanh Xuân,2,NE,DA,664
665,Sprehod po mestnem središču – Morelos,4,NE,NE,665
666,Kolesarski ogled mesta – Hancheng,2,DA,DA,666
667,Ogled lokalne arhitekture – Malanów,4,NE,DA,667
668,Obisk lokalne tržnice – Štěnovice,1,NE,DA,668
669,Fotografski sprehod – Biguaçu,1,DA,DA,669
670,Okušanje lokalne kulinarike – Concepción,1,NE,NE,670
671,Družinski ogled mesta – Samburat,2,NE,DA,671
672,Kulturni sprehod – Montesson,2,DA,DA,672
673,Sprehod po mestnem središču – Jincheng,4,NE,DA,673
674,Kolesarski ogled mesta – Shangfang,2,NE,DA,674
675,Ogled lokalne arhitekture – Useldange,4,DA,NE,675
676,Obisk lokalne tržnice – Villefranche-sur-Mer,4,NE,DA,676
677,Fotografski sprehod – Ganyesa,3,NE,DA,677
678,Okušanje lokalne kulinarike – Tabalong,4,DA,DA,678
679,Družinski ogled mesta – Al Marj,5,NE,DA,679
680,Kulturni sprehod – Pudong,3,NE,NE,680
681,Sprehod po mestnem središču – Dasongshu,4,DA,DA,681
682,Kolesarski ogled mesta – Oslo,2,NE,DA,682
683,Ogled lokalne arhitekture – Curiapo,3,NE,DA,683
684,Obisk lokalne tržnice – Prozor,4,DA,DA,684
685,Fotografski sprehod – Mourelos,4,NE,NE,685
686,Okušanje lokalne kulinarike – Iquique,5,NE,DA,686
687,Družinski ogled mesta – Shaba,2,DA,DA,687
688,Kulturni sprehod – Gazanjyk,4,NE,DA,688
689,Sprehod po mestnem središču – Khon Buri,4,NE,DA,689
690,Kolesarski ogled mesta – Hendījān,2,DA,NE,690
691,Ogled lokalne arhitekture – Tonglin,2,NE,DA,691
692,Obisk lokalne tržnice – Élancourt,2,NE,DA,692
693,Fotografski sprehod – Porciúncula,2,DA,DA,693
694,Okušanje lokalne kulinarike – Aveleda,2,NE,DA,694
695,Družinski ogled mesta – Parnamirim,3,NE,NE,695
696,Kulturni sprehod – Santo Niño,3,DA,DA,696
697,Sprehod po mestnem središču – Hailin,5,NE,DA,697
698,Kolesarski ogled mesta – Villa del Rosario,2,NE,DA,698
699,Ogled lokalne arhitekture – Lijia,2,DA,DA,699
700,Obisk lokalne tržnice – Yanagawamachi-saiwaichō,2,NE,NE,700
701,Fotografski sprehod – Huangzhai,4,NE,DA,701
702,Okušanje lokalne kulinarike – Rafael Perazza,4,DA,DA,702
703,Družinski ogled mesta – Kalmar,4,NE,DA,703
704,Kulturni sprehod – Baidoa,5,NE,DA,704
705,Sprehod po mestnem središču – Guiyang,4,DA,NE,705
706,Kolesarski ogled mesta – Nowy Sącz,4,NE,DA,706
707,Ogled lokalne arhitekture – Moravská Nová Ves,5,NE,DA,707
708,Obisk lokalne tržnice – Skeldon,3,DA,DA,708
709,Fotografski sprehod – Carpalho,3,NE,DA,709
710,Okušanje lokalne kulinarike – El Ángel,2,NE,NE,710
711,Družinski ogled mesta – Hachiōji,1,DA,DA,711
712,Kulturni sprehod – Aurora,3,NE,DA,712
713,Sprehod po mestnem središču – Dayin,4,NE,DA,713
714,Kolesarski ogled mesta – Shenjing,5,DA,DA,714
715,Ogled lokalne arhitekture – Curridabat,5,NE,NE,715
716,Obisk lokalne tržnice – Tubarão,1,NE,DA,716
717,Fotografski sprehod – Calvinia,4,DA,DA,717
718,Okušanje lokalne kulinarike – Koszyce Wielkie,2,NE,DA,718
719,Družinski ogled mesta – Huangjingba,2,NE,DA,719
720,Kulturni sprehod – Eusébio,3,DA,NE,720
721,Sprehod po mestnem središču – Levski,5,NE,DA,721
722,Kolesarski ogled mesta – São João da Barra,4,NE,DA,722
723,Ogled lokalne arhitekture – Rios Frios,4,DA,DA,723
724,Obisk lokalne tržnice – Liangbing,1,NE,DA,724
725,Fotografski sprehod – Fujisawa,3,NE,NE,725
726,Okušanje lokalne kulinarike – Sasa,3,DA,DA,726
727,Družinski ogled mesta – Guadalupe,4,NE,DA,727
728,Kulturni sprehod – Qarah Bāgh Bāzār,3,NE,DA,728
729,Sprehod po mestnem središču – Katoro,1,DA,DA,729
730,Kolesarski ogled mesta – Boulogne-sur-Mer,1,NE,NE,730
731,Ogled lokalne arhitekture – Kampong Cham,4,NE,DA,731
732,Obisk lokalne tržnice – Zdiby,5,DA,DA,732
733,Fotografski sprehod – Jönköping,5,NE,DA,733
734,Okušanje lokalne kulinarike – Caherconlish,3,NE,DA,734
735,Družinski ogled mesta – Sheshan,4,DA,NE,735
736,Kulturni sprehod – Malvinas Argentinas,2,NE,DA,736
737,Sprehod po mestnem središču – Pogranichnyy,5,NE,DA,737
738,Kolesarski ogled mesta – Dauphin,2,DA,DA,738
739,Ogled lokalne arhitekture – Stockholm,5,NE,DA,739
740,Obisk lokalne tržnice – Sa Kaeo,4,NE,NE,740
741,Fotografski sprehod – Sagaing,1,DA,DA,741
742,Okušanje lokalne kulinarike – Parramos,5,NE,DA,742
743,Družinski ogled mesta – Maru,4,NE,DA,743
744,Kulturni sprehod – Huari,3,DA,DA,744
745,Sprehod po mestnem središču – Mamponteng,3,NE,NE,745
746,Kolesarski ogled mesta – Eixo,4,NE,DA,746
747,Ogled lokalne arhitekture – Kalininaul,4,DA,DA,747
748,Obisk lokalne tržnice – Jiangmen,4,NE,DA,748
749,Fotografski sprehod – Krasica,5,NE,DA,749
750,Okušanje lokalne kulinarike – Viana,5,DA,NE,750
751,Družinski ogled mesta – Kuanfeu,2,NE,DA,751
752,Kulturni sprehod – Selasari,3,NE,DA,752
753,Sprehod po mestnem središču – Maracha,3,DA,DA,753
754,Kolesarski ogled mesta – Busia,4,NE,DA,754
755,Ogled lokalne arhitekture – Piekielnik,4,NE,NE,755
756,Obisk lokalne tržnice – Ceres,3,DA,DA,756
757,Fotografski sprehod – Vodnyy,3,NE,DA,757
758,Okušanje lokalne kulinarike – Choroszcz,2,NE,DA,758
759,Družinski ogled mesta – Kyzylorda,4,DA,DA,759
760,Kulturni sprehod – Donji Dobrić,3,NE,NE,760
761,Sprehod po mestnem središču – Kailahun,4,NE,DA,761
762,Kolesarski ogled mesta – Nova Era,2,DA,DA,762
763,Ogled lokalne arhitekture – Chuoyuan,3,NE,DA,763
764,Obisk lokalne tržnice – Bukovany,2,NE,DA,764
765,Fotografski sprehod – Ongi,2,DA,NE,765
766,Okušanje lokalne kulinarike – Nauchnyy Gorodok,4,NE,DA,766
767,Družinski ogled mesta – Brinje,3,NE,DA,767
768,Kulturni sprehod – Safakulevo,2,DA,DA,768
769,Sprehod po mestnem središču – Kokkini Trimithia,2,NE,DA,769
770,Kolesarski ogled mesta – Abakan,4,NE,NE,770
771,Ogled lokalne arhitekture – New Mīrpur,4,DA,DA,771
772,Obisk lokalne tržnice – Batan,1,NE,DA,772
773,Fotografski sprehod – Mauhao,3,NE,DA,773
774,Okušanje lokalne kulinarike – Puspajaya,5,DA,DA,774
775,Družinski ogled mesta – Mogok,2,NE,NE,775
776,Kulturni sprehod – Macroom,2,NE,DA,776
777,Sprehod po mestnem središču – Taytayan,2,DA,DA,777
778,Kolesarski ogled mesta – High Point,2,NE,DA,778
779,Ogled lokalne arhitekture – Eling,2,NE,DA,779
780,Obisk lokalne tržnice – Tvøroyri,5,DA,NE,780
781,Fotografski sprehod – Waigete,2,NE,DA,781
782,Okušanje lokalne kulinarike – Berlin,3,NE,DA,782
783,Družinski ogled mesta – Jammāl,3,DA,DA,783
784,Kulturni sprehod – San Antonio,5,NE,DA,784
785,Sprehod po mestnem središču – Nowe,4,NE,NE,785
786,Kolesarski ogled mesta – Currais,4,DA,DA,786
787,Ogled lokalne arhitekture – Pandanwangi,2,NE,DA,787
788,Obisk lokalne tržnice – Curuan,3,NE,DA,788
789,Fotografski sprehod – Famagusta,5,DA,DA,789
790,Okušanje lokalne kulinarike – Naas,2,NE,NE,790
791,Družinski ogled mesta – Jambesari,3,NE,DA,791
792,Kulturni sprehod – Tarhuna,2,DA,DA,792
793,Sprehod po mestnem središču – Trnava,3,NE,DA,793
794,Kolesarski ogled mesta – Nanjiao,3,NE,DA,794
795,Ogled lokalne arhitekture – Zhixia,3,DA,NE,795
796,Obisk lokalne tržnice – Pakalongan,1,NE,DA,796
797,Fotografski sprehod – Nanhai,4,NE,DA,797
798,Okušanje lokalne kulinarike – Trinidad,5,DA,DA,798
799,Družinski ogled mesta – Ngaoundéré,4,NE,DA,799
800,Kulturni sprehod – Embu,3,NE,NE,800
801,Sprehod po mestnem središču – Golden,4,DA,DA,801
802,Kolesarski ogled mesta – Bogi,2,NE,DA,802
803,Ogled lokalne arhitekture – Cabanilla,4,NE,DA,803
804,Obisk lokalne tržnice – Suna,4,DA,DA,804
805,Fotografski sprehod – A-da-Gorda,3,NE,NE,805
806,Okušanje lokalne kulinarike – Lille,5,NE,DA,806
807,Družinski ogled mesta – Catache,4,DA,DA,807
808,Kulturni sprehod – Simão Dias,4,NE,DA,808
809,Sprehod po mestnem središču – Qarqania,4,NE,DA,809
810,Kolesarski ogled mesta – Hongqi,3,DA,NE,810
811,Ogled lokalne arhitekture – Caldelas,1,NE,DA,811
812,Obisk lokalne tržnice – Kan’onjichō,3,NE,DA,812
813,Fotografski sprehod – Katiola,2,DA,DA,813
814,Okušanje lokalne kulinarike – Alegre,4,NE,DA,814
815,Družinski ogled mesta – Junshan,4,NE,NE,815
816,Kulturni sprehod – Chao,4,DA,DA,816
817,Sprehod po mestnem središču – Clorinda,3,NE,DA,817
818,Kolesarski ogled mesta – Timbrangan,2,NE,DA,818
819,Ogled lokalne arhitekture – Vithkuq,4,DA,DA,819
820,Obisk lokalne tržnice – Ngã Bảy,4,NE,NE,820
821,Fotografski sprehod – Ymittos,4,NE,DA,821
822,Okušanje lokalne kulinarike – San Mariano,3,DA,DA,822
823,Družinski ogled mesta – Jiujie,4,NE,DA,823
824,Kulturni sprehod – Ashley,5,NE,DA,824
825,Sprehod po mestnem središču – Centre de Flacq,2,DA,NE,825
826,Kolesarski ogled mesta – Paseh,4,NE,DA,826
827,Ogled lokalne arhitekture – Malunda,5,NE,DA,827
828,Obisk lokalne tržnice – Álftanes,2,DA,DA,828
829,Fotografski sprehod – Sumberbatas,2,NE,DA,829
830,Okušanje lokalne kulinarike – Baitang,3,NE,NE,830
831,Družinski ogled mesta – Keti Bandar,4,DA,DA,831
832,Kulturni sprehod – Burgersfort,3,NE,DA,832
833,Sprehod po mestnem središču – Dinan,3,NE,DA,833
834,Kolesarski ogled mesta – Genet,2,DA,DA,834
835,Ogled lokalne arhitekture – Novozavidovskiy,5,NE,NE,835
836,Obisk lokalne tržnice – Malanay,4,NE,DA,836
837,Fotografski sprehod – Har-Us,5,DA,DA,837
838,Okušanje lokalne kulinarike – Hamilton,2,NE,DA,838
839,Družinski ogled mesta – Daykitin,5,NE,DA,839
840,Kulturni sprehod – Sasa,4,DA,NE,840
841,Sprehod po mestnem središču – Chishui,2,NE,DA,841
842,Kolesarski ogled mesta – Aguazul,1,NE,DA,842
